Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Assessment Methods (product.metafields.custom.assessment_methods),Course Duration (product.metafields.custom.course_duration),Course Start Dates (product.metafields.custom.course_start_dates),Course Structure (product.metafields.custom.course_structure),Entry Requirements (product.metafields.custom.entry_requirments),Progression Opportunities (product.metafields.custom.progression_opportunities),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Skin care effect (product.metafields.shopify.skin-care-effect),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
neck,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,150.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
full-beard,Full Beard,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal For Men,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,45.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/lasermenbeard.jpg?v=1704553308,1,"",true,Laser Hair Removal for Men | Full Beard | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-beard,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,220.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
areola,Areola,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,25.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/areolalaser.jpg?v=1703948945,1,"",true,Laser Hair Removal Areola | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
areola,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,125.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
full-body-with-face,Full Body(Free Face),"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,200.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/laserfullbodydiscount.jpg?v=1704551558,1,"",true,Laser Hair Removal Full Body | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-body-with-face,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,900.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
full-body,Full Body,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,200.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/laserwomen.jpg?v=1703948269,1,"",true,Laser Hair Removal Full Body | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-body,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,900.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
full-stomach,Full Stomach,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,50.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/laserstomach_6cb4ea6c-ba93-4512-963f-a1996a4e962f.jpg?v=1703948193,1,"",true,Laser Hair Removal Full Stomach | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-stomach,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,250.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
full-back,Full Back,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,70.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/laserwomenback.jpg?v=1703948613,1,"",true,Laser Hair Removal Full Back | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-back,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,350.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
buttocks,Buttocks,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,50.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/laserbuttock.jpg?v=1703947824,1,"",true,Laser Hair Removal Buttocks | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
buttocks,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,250.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
lower-leg,Lower Leg,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,75.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/laserlowerlegs.jpg?v=1703947680,1,"",true,Laser Hair Removal Lower Legs | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
lower-leg,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,350.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
legs,Full Legs with Feet (Free Bikini Line),"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,90.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/laserfulllegsdiscount.jpg?v=1704551360,1,"",true,Laser Hair Removal Full Legs | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
legs,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,450.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
hollywood-or-brazilian,Hollywood or Brazilian(Free Underarms),"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,50.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/Bikinilaserdiscount.jpg?v=1704551646,1,"",true,Laser Hair Removal Holloywood/Brazilian | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
hollywood-or-brazilian,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,250.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
full-arms,Full Arms with Hands (Free underarms),"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,80.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/laserfullarmdiscount.jpg?v=1704551419,1,"",true,Laser Hair Removal Full Arms | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
full-arms,,,,,,,,,5 Sessions + 1 Free Session,,,,,,,,,0.0,,deny,gift_card,400.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
underarms,Underarms,"<p><span data-mce-fragment=""1"">Experience a seamless, pain-free journey to a flawless complexion with our Laser Hair Removal service. Our state-of-the-art laser technology removes unwanted hair and effectively prevents ingrown hairs, ensuring smooth skin texture. Tailored for comfort, this gentle treatment suits all skin types and provides a long-lasting, hair-free look.<br><br></span><span data-mce-fragment=""1"">How to book?<br>Pay for your service call or email the clinic for a patch test and consultation appointment.</span></p>
<p><span data-mce-fragment=""1"">Call us at <meta charset=""utf-8""> <a href=""tel:+01189962711"" data-mce-fragment=""1"" data-mce-href=""tel:+01189962711"">0118 9962711</a> / <meta charset=""utf-8""> <a href=""tel:+07715277211"" data-mce-fragment=""1"" data-mce-href=""tel:+07715277211"">07715 277211</a> or email us at <meta charset=""utf-8""> <a href=""mailto:pinkbeautysalon@icloud.com"" data-mce-fragment=""1"" data-mce-href=""mailto:pinkbeautysalon@icloud.com"">pinkbeautysalon@icloud.com</a>.</span></p>",Pink Beauty Salon and Academy,Gift Cards,"",Laser Hair Removal Women,false,Options,1 Session,,,,,,,,,0.0,,deny,gift_card,15.00,,false,false,,,,,,https://cdn.shopify.com/s/files/1/0784/7696/8266/files/laserunderarm.jpg?v=1703945754,1,"",true,Laser Hair Removal Underarms | Pink Beauty Salon | Reading,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,archived
